id;instrumento;acorde;acorde_enarmonico;tonica;tonica_pt;qualidade;formula_intervalar;variacao;afinacao_grave_para_agudo;casas_grave_para_agudo;dedos_grave_para_agudo;notas_resultantes;casa_inicial;pestana;cordas_abafadas;cordas_soltas;baixo;dificuldade;observacoes;fonte
ukulele-D#dim-3;ukulele;D#dim;Ebdim;D#;Ré sustenido;diminuto;1 b3 b5;3;G-C-E-A;8-6-X-0;2-1-X-0;D#-F#-X-A;6;não;3;4;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#aug-1;ukulele;D#aug;Ebaug;D#;Ré sustenido;aumentado;1 3 #5;1;G-C-E-A;X-3-3-2;X-2-3-1;X-D#-G-B;2;não;1;;D#;iniciante;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#aug-2;ukulele;D#aug;Ebaug;D#;Ré sustenido;aumentado;1 3 #5;2;G-C-E-A;8-7-7-6;4-2-3-1;D#-G-B-D#;6;não;;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#aug-3;ukulele;D#aug;Ebaug;D#;Ré sustenido;aumentado;1 3 #5;3;G-C-E-A;8-7-7-X;2-1-1-X;D#-G-B-X;7;"sim; dedo 1 na casa 7, cordas 2 a 3";4;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#sus2-1;ukulele;D#sus2;Ebsus2;D#;Ré sustenido;suspenso com segunda;1 2 5;1;G-C-E-A;X-3-1-1;X-2-1-1;X-D#-F-A#;1;"sim; dedo 1 na casa 1, cordas 3 a 4";1;;D#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#sus2-2;ukulele;D#sus2;Ebsus2;D#;Ré sustenido;suspenso com segunda;1 2 5;2;G-C-E-A;8-5-6-6;4-1-2-3;D#-F-A#-D#;5;não;;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#sus2-3;ukulele;D#sus2;Ebsus2;D#;Ré sustenido;suspenso com segunda;1 2 5;3;G-C-E-A;8-5-6-8;3-1-2-4;D#-F-A#-F;5;não;;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#sus4-1;ukulele;D#sus4;Ebsus4;D#;Ré sustenido;suspenso com quarta;1 4 5;1;G-C-E-A;8-8-6-6;2-3-1-1;D#-G#-A#-D#;6;"sim; dedo 1 na casa 6, cordas 3 a 4";;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#sus4-2;ukulele;D#sus4;Ebsus4;D#;Ré sustenido;suspenso com quarta;1 4 5;2;G-C-E-A;8-8-6-X;2-3-1-X;D#-G#-A#-X;6;não;4;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#sus4-3;ukulele;D#sus4;Ebsus4;D#;Ré sustenido;suspenso com quarta;1 4 5;3;G-C-E-A;X-3-4-1;X-2-3-1;X-D#-G#-A#;1;não;1;;D#;iniciante;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#add9-1;ukulele;D#add9;Ebadd9;D#;Ré sustenido;com nona adicionada;1 3 5 9;1;G-C-E-A;8-7-6-8;3-2-1-4;D#-G-A#-F;6;não;;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#add9-2;ukulele;D#add9;Ebadd9;D#;Ré sustenido;com nona adicionada;1 3 5 9;2;G-C-E-A;3-5-3-6;1-2-1-3;A#-F-G-D#;3;"sim; dedo 1 na casa 3, cordas 1 a 3";;;A#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#add9-3;ukulele;D#add9;Ebadd9;D#;Ré sustenido;com nona adicionada;1 3 5 9;3;G-C-E-A;0-5-6-6;0-1-2-3;G-F-A#-D#;5;não;;1;G;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#9-1;ukulele;D#9;Eb9;D#;Ré sustenido;nona dominante;1 3 5 b7 9;1;G-C-E-A;8-7-9-8;2-1-4-3;D#-G-C#-F;7;não;;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#9-2;ukulele;D#9;Eb9;D#;Ré sustenido;nona dominante;1 3 5 b7 9;2;G-C-E-A;0-3-1-4;0-2-1-3;G-D#-F-C#;1;não;;1;G;iniciante;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#9-3;ukulele;D#9;Eb9;D#;Ré sustenido;nona dominante;1 3 5 b7 9;3;G-C-E-A;6-5-3-6;3-2-1-4;C#-F-G-D#;3;não;;;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#5-1;ukulele;D#5;Eb5;D#;Ré sustenido;quinta (power chord);1 5;1;G-C-E-A;8-X-6-6;2-X-1-1;D#-X-A#-D#;6;"sim; dedo 1 na casa 6, cordas 3 a 4";2;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#5-2;ukulele;D#5;Eb5;D#;Ré sustenido;quinta (power chord);1 5;2;G-C-E-A;X-3-6-6;X-1-2-3;X-D#-A#-D#;3;não;1;;D#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#5-3;ukulele;D#5;Eb5;D#;Ré sustenido;quinta (power chord);1 5;3;G-C-E-A;8-10-6-6;2-3-1-1;D#-A#-A#-D#;6;"sim; dedo 1 na casa 6, cordas 3 a 4";;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#7b5-1;ukulele;D#7b5;Eb7b5;D#;Ré sustenido;sétima com quinta diminuta;1 3 b5 b7;1;G-C-E-A;8-7-9-0;2-1-3-0;D#-G-C#-A;7;não;;4;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#7b5-2;ukulele;D#7b5;Eb7b5;D#;Ré sustenido;sétima com quinta diminuta;1 3 b5 b7;2;G-C-E-A;8-9-9-10;1-2-3-4;D#-A-C#-G;8;não;;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#7b5-3;ukulele;D#7b5;Eb7b5;D#;Ré sustenido;sétima com quinta diminuta;1 3 b5 b7;3;G-C-E-A;8-7-5-4;4-3-2-1;D#-G-A-C#;4;não;;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-E-1;ukulele;E;;E;Mi;maior;1 3 5;1;G-C-E-A;9-8-7-7;3-2-1-1;E-G#-B-E;7;"sim; dedo 1 na casa 7, cordas 3 a 4";;;E;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-E-2;ukulele;E;;E;Mi;maior;1 3 5;2;G-C-E-A;X-4-4-2;X-2-3-1;X-E-G#-B;2;não;1;;E;iniciante;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-E-3;ukulele;E;;E;Mi;maior;1 3 5;3;G-C-E-A;9-8-7-X;3-2-1-X;E-G#-B-X;7;não;4;;E;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Em-1;ukulele;Em;;E;Mi;menor;1 b3 5;1;G-C-E-A;9-7-7-7;2-1-1-1;E-G-B-E;7;"sim; dedo 1 na casa 7, cordas 2 a 4";;;E;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Em-2;ukulele;Em;;E;Mi;menor;1 b3 5;2;G-C-E-A;X-4-3-2;X-3-2-1;X-E-G-B;2;não;1;;E;iniciante;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Em-3;ukulele;Em;;E;Mi;menor;1 b3 5;3;G-C-E-A;9-7-7-10;2-1-1-3;E-G-B-G;7;"sim; dedo 1 na casa 7, cordas 2 a 3";;;E;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-E7-1;ukulele;E7;;E;Mi;sétima dominante;1 3 5 b7;1;G-C-E-A;4-4-4-5;1-1-1-2;B-E-G#-D;4;"sim; dedo 1 na casa 4, cordas 1 a 3";;;B;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-E7-2;ukulele;E7;;E;Mi;sétima dominante;1 3 5 b7;2;G-C-E-A;9-8-7-5;4-3-2-1;E-G#-B-D;5;não;;;E;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-E7-3;ukulele;E7;;E;Mi;sétima dominante;1 3 5 b7;3;G-C-E-A;1-2-0-2;1-2-0-3;G#-D-E-B;1;não;;3;G#;iniciante;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Emaj7-1;ukulele;Emaj7;;E;Mi;sétima maior;1 3 5 7;1;G-C-E-A;9-8-7-6;4-3-2-1;E-G#-B-D#;6;não;;;E;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Emaj7-2;ukulele;Emaj7;;E;Mi;sétima maior;1 3 5 7;2;G-C-E-A;4-4-4-6;1-1-1-2;B-E-G#-D#;4;"sim; dedo 1 na casa 4, cordas 1 a 3";;;B;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Emaj7-3;ukulele;Emaj7;;E;Mi;sétima maior;1 3 5 7;3;G-C-E-A;4-8-0-6;1-3-0-2;B-G#-E-D#;4;não;;3;B;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Em7-1;ukulele;Em7;;E;Mi;menor com sétima;1 b3 5 b7;1;G-C-E-A;9-7-7-5;4-2-3-1;E-G-B-D;5;não;;;E;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Em7-2;ukulele;Em7;;E;Mi;menor com sétima;1 b3 5 b7;2;G-C-E-A;0-2-0-2;0-1-0-1;G-D-E-B;2;"sim; dedo 1 na casa 2, cordas 2 a 4";;1,3;G;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Em7-3;ukulele;Em7;;E;Mi;menor com sétima;1 b3 5 b7;3;G-C-E-A;4-4-3-5;2-3-1-4;B-E-G-D;3;não;;;B;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-E6-1;ukulele;E6;;E;Mi;sexta;1 3 5 6;1;G-C-E-A;4-4-4-4;1-1-1-1;B-E-G#-C#;4;"sim; dedo 1 na casa 4, cordas 1 a 4";;;B;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-E6-2;ukulele;E6;;E;Mi;sexta;1 3 5 6;2;G-C-E-A;1-1-0-2;1-1-0-2;G#-C#-E-B;1;"sim; dedo 1 na casa 1, cordas 1 a 2";;3;G#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-E6-3;ukulele;E6;;E;Mi;sexta;1 3 5 6;3;G-C-E-A;4-8-0-4;1-2-0-1;B-G#-E-C#;4;"sim; dedo 1 na casa 4, cordas 1 a 4";;3;B;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Em6-1;ukulele;Em6;;E;Mi;menor com sexta;1 b3 5 6;1;G-C-E-A;4-4-3-4;2-3-1-4;B-E-G-C#;3;não;;;B;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Em6-2;ukulele;Em6;;E;Mi;menor com sexta;1 b3 5 6;2;G-C-E-A;0-1-0-2;0-1-0-2;G-C#-E-B;1;não;;1,3;G;iniciante;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Em6-3;ukulele;Em6;;E;Mi;menor com sexta;1 b3 5 6;3;G-C-E-A;4-7-0-4;1-2-0-1;B-G-E-C#;4;"sim; dedo 1 na casa 4, cordas 1 a 4";;3;B;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Edim-1;ukulele;Edim;;E;Mi;diminuto;1 b3 b5;1;G-C-E-A;9-10-0-10;1-2-0-3;E-A#-E-G;9;não;;3;E;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Edim-2;ukulele;Edim;;E;Mi;diminuto;1 b3 b5;2;G-C-E-A;9-10-X-10;1-2-X-3;E-A#-X-G;9;não;3;;E;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Edim-3;ukulele;Edim;;E;Mi;diminuto;1 b3 b5;3;G-C-E-A;9-7-6-7;4-2-1-3;E-G-A#-E;6;não;;;E;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Eaug-1;ukulele;Eaug;;E;Mi;aumentado;1 3 #5;1;G-C-E-A;X-4-4-3;X-2-3-1;X-E-G#-C;3;não;1;;E;iniciante;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Eaug-2;ukulele;Eaug;;E;Mi;aumentado;1 3 #5;2;G-C-E-A;9-8-8-7;4-2-3-1;E-G#-C-E;7;não;;;E;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Eaug-3;ukulele;Eaug;;E;Mi;aumentado;1 3 #5;3;G-C-E-A;9-8-8-X;2-1-1-X;E-G#-C-X;8;"sim; dedo 1 na casa 8, cordas 2 a 3";4;;E;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Esus2-1;ukulele;Esus2;;E;Mi;suspenso com segunda;1 2 5;1;G-C-E-A;X-4-2-2;X-2-1-1;X-E-F#-B;2;"sim; dedo 1 na casa 2, cordas 3 a 4";1;;E;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Esus2-2;ukulele;Esus2;;E;Mi;suspenso com segunda;1 2 5;2;G-C-E-A;9-6-7-7;4-1-2-3;E-F#-B-E;6;não;;;E;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Esus2-3;ukulele;Esus2;;E;Mi;suspenso com segunda;1 2 5;3;G-C-E-A;9-6-7-9;3-1-2-4;E-F#-B-F#;6;não;;;E;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Esus4-1;ukulele;Esus4;;E;Mi;suspenso com quarta;1 4 5;1;G-C-E-A;4-4-0-0;1-1-0-0;B-E-E-A;4;"sim; dedo 1 na casa 4, cordas 1 a 2";;3,4;B;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Esus4-2;ukulele;Esus4;;E;Mi;suspenso com quarta;1 4 5;2;G-C-E-A;9-9-7-0;2-3-1-0;E-A-B-A;7;não;;4;E;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Esus4-3;ukulele;Esus4;;E;Mi;suspenso com quarta;1 4 5;3;G-C-E-A;9-9-7-7;2-3-1-1;E-A-B-E;7;"sim; dedo 1 na casa 7, cordas 3 a 4";;;E;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Eadd9-1;ukulele;Eadd9;;E;Mi;com nona adicionada;1 3 5 9;1;G-C-E-A;9-8-7-9;3-2-1-4;E-G#-B-F#;7;não;;;E;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Eadd9-2;ukulele;Eadd9;;E;Mi;com nona adicionada;1 3 5 9;2;G-C-E-A;4-6-4-7;1-2-1-3;B-F#-G#-E;4;"sim; dedo 1 na casa 4, cordas 1 a 3";;;B;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Eadd9-3;ukulele;Eadd9;;E;Mi;com nona adicionada;1 3 5 9;3;G-C-E-A;1-4-2-2;1-4-2-3;G#-E-F#-B;1;não;;;G#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-E9-1;ukulele;E9;;E;Mi;nona dominante;1 3 5 b7 9;1;G-C-E-A;9-8-10-9;2-1-4-3;E-G#-D-F#;8;não;;;E;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-E9-2;ukulele;E9;;E;Mi;nona dominante;1 3 5 b7 9;2;G-C-E-A;7-8-0-9;1-2-0-3;D-G#-E-F#;7;não;;3;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-E9-3;ukulele;E9;;E;Mi;nona dominante;1 3 5 b7 9;3;G-C-E-A;7-6-4-7;3-2-1-4;D-F#-G#-E;4;não;;;D;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-E5-1;ukulele;E5;;E;Mi;quinta (power chord);1 5;1;G-C-E-A;X-4-0-2;X-2-0-1;X-E-E-B;2;não;1;3;E;iniciante;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-E5-2;ukulele;E5;;E;Mi;quinta (power chord);1 5;2;G-C-E-A;4-4-0-X;1-1-0-X;B-E-E-X;4;"sim; dedo 1 na casa 4, cordas 1 a 2";4;3;B;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-E5-3;ukulele;E5;;E;Mi;quinta (power chord);1 5;3;G-C-E-A;9-X-7-7;2-X-1-1;E-X-B-E;7;"sim; dedo 1 na casa 7, cordas 3 a 4";2;;E;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-E7b5-1;ukulele;E7b5;;E;Mi;sétima com quinta diminuta;1 3 b5 b7;1;G-C-E-A;9-8-6-5;4-3-2-1;E-G#-A#-D;5;não;;;E;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-E7b5-2;ukulele;E7b5;;E;Mi;sétima com quinta diminuta;1 3 b5 b7;2;G-C-E-A;1-2-0-1;1-2-0-1;G#-D-E-A#;1;"sim; dedo 1 na casa 1, cordas 1 a 4";;3;G#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-E7b5-3;ukulele;E7b5;;E;Mi;sétima com quinta diminuta;1 3 b5 b7;3;G-C-E-A;3-4-4-5;1-2-3-4;A#-E-G#-D;3;não;;;A#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-F-1;ukulele;F;;F;Fá;maior;1 3 5;1;G-C-E-A;10-0-X-0;1-0-X-0;F-C-X-A;10;não;3;2,4;F;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-F-2;ukulele;F;;F;Fá;maior;1 3 5;2;G-C-E-A;10-0-8-0;2-0-1-0;F-C-C-A;8;não;;2,4;F;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-F-3;ukulele;F;;F;Fá;maior;1 3 5;3;G-C-E-A;10-9-8-0;3-2-1-0;F-A-C-A;8;não;;4;F;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Fm-1;ukulele;Fm;;F;Fá;menor;1 b3 5;1;G-C-E-A;10-8-8-8;2-1-1-1;F-G#-C-F;8;"sim; dedo 1 na casa 8, cordas 2 a 4";;;F;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Fm-2;ukulele;Fm;;F;Fá;menor;1 b3 5;2;G-C-E-A;X-5-4-3;X-3-2-1;X-F-G#-C;3;não;1;;F;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Fm-3;ukulele;Fm;;F;Fá;menor;1 b3 5;3;G-C-E-A;10-8-8-X;2-1-1-X;F-G#-C-X;8;"sim; dedo 1 na casa 8, cordas 2 a 3";4;;F;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-F7-1;ukulele;F7;;F;Fá;sétima dominante;1 3 5 b7;1;G-C-E-A;5-5-5-6;1-1-1-2;C-F-A-D#;5;"sim; dedo 1 na casa 5, cordas 1 a 3";;;C;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-F7-2;ukulele;F7;;F;Fá;sétima dominante;1 3 5 b7;2;G-C-E-A;10-9-8-6;4-3-2-1;F-A-C-D#;6;não;;;F;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-F7-3;ukulele;F7;;F;Fá;sétima dominante;1 3 5 b7;3;G-C-E-A;5-3-1-0;3-2-1-0;C-D#-F-A;1;não;;4;C;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Fmaj7-1;ukulele;Fmaj7;;F;Fá;sétima maior;1 3 5 7;1;G-C-E-A;10-0-0-0;1-0-0-0;F-C-E-A;10;não;;2,3,4;F;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Fmaj7-2;ukulele;Fmaj7;;F;Fá;sétima maior;1 3 5 7;2;G-C-E-A;5-5-0-0;1-1-0-0;C-F-E-A;5;"sim; dedo 1 na casa 5, cordas 1 a 2";;3,4;C;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Fmaj7-3;ukulele;Fmaj7;;F;Fá;sétima maior;1 3 5 7;3;G-C-E-A;10-9-8-7;4-3-2-1;F-A-C-E;7;não;;;F;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Fm7-1;ukulele;Fm7;;F;Fá;menor com sétima;1 b3 5 b7;1;G-C-E-A;10-8-8-6;4-2-3-1;F-G#-C-D#;6;não;;;F;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
